irony_high,n,n_engaged,engaged_rate,engaged_accuracy,accuracy,error_rate,macro_f1
0.4,498,76,0.15261044176706828,0.368421052631579,0.5662650602409639,0.4337349397590361,0.5331272352548949
0.5,498,76,0.15261044176706828,0.368421052631579,0.5662650602409639,0.4337349397590361,0.5331272352548949
0.6,498,54,0.10843373493975904,0.2962962962962963,0.5803212851405622,0.41967871485943775,0.5455236943240832
0.7,498,43,0.08634538152610442,0.2558139534883721,0.5923694779116466,0.4076305220883534,0.556094347563903
0.8,498,23,0.04618473895582329,0.34782608695652173,0.6164658634538153,0.38353413654618473,0.5764134860157594
0.9,498,9,0.018072289156626505,0.2222222222222222,0.6285140562248996,0.37148594377510036,0.5863009391340402
