low_conf,n,n_flagged,flagged_rate,accuracy,error_rate,macro_f1,flagged_error_rate,unflagged_error_rate,unflagged_n
0.4,45,0,0.0,0.5555555555555556,0.4444444444444444,0.40807962529274006,0.0,0.4444444444444444,45
0.5,45,3,0.06666666666666667,0.5555555555555556,0.4444444444444444,0.40807962529274006,0.0,0.47619047619047616,42
0.6,45,12,0.26666666666666666,0.5555555555555556,0.4444444444444444,0.40807962529274006,0.5,0.4242424242424242,33
0.7,45,18,0.4,0.5555555555555556,0.4444444444444444,0.40807962529274006,0.5,0.40740740740740744,27
0.8,45,25,0.5555555555555556,0.5333333333333333,0.4666666666666667,0.39153439153439146,0.52,0.4,20
0.9,45,35,0.7777777777777778,0.4666666666666667,0.5333333333333333,0.3496240601503759,0.5714285714285714,0.4,10
