irony_high,n,n_engaged,engaged_rate,engaged_accuracy,accuracy,error_rate,macro_f1
0.4,45,17,0.37777777777777777,0.8823529411764706,0.6444444444444445,0.3555555555555555,0.45739064856711914
0.5,45,17,0.37777777777777777,0.8823529411764706,0.6444444444444445,0.3555555555555555,0.45739064856711914
0.6,45,12,0.26666666666666666,1.0,0.5777777777777777,0.4222222222222223,0.4198924731182796
0.7,45,10,0.2222222222222222,1.0,0.5555555555555556,0.4444444444444444,0.40807962529274006
0.8,45,8,0.17777777777777778,1.0,0.5111111111111111,0.48888888888888893,0.3849791206091869
0.9,45,8,0.17777777777777778,1.0,0.5111111111111111,0.48888888888888893,0.3849791206091869
